ReviewText,ReviewDate,ReviewAuthor,ReviewStarRating,Review Link
One of the best SUV sub 20L to have been launched in 2019. The top of the range GT has got all the tech and gadgets you can expect in an international model. If you compare it to any other SUV in its class its got the most bang for the buck and KIA has so many varients the price starts from 11L. So people from different walks of life can afford to buy a world-class car. Drive and handles great plenty of space for a family of 5 and one of my favourite cars in 2019.," Nov 22, 2019 ",By Sudarshan Shankar,5.0,https://www.cardekho.com/user-review/kia-seltos/best-suv-2019-sub-20l-94309.htm
"The Best
Fully feature loaded car, best car I have experienced with a different design in the SUV segment, it gives a tough performance to other SUV cars like hyundai Creta, Tata Harrier and MG Hector and the best feature I saw in this segment is the heads up display, four disc brakes and smart air purifier which provides different fragnances with settings ...Read More"," Nov 22, 2019 ",By Atharva Chawla,5.0,https://www.cardekho.com/user-review/kia-seltos/the-best-94297.htm
"Exterior design
The Kia motor company has launched its car in Indian premium SUV. The Seltos has a very good design, good looks and loaded with many features."," Nov 22, 2019 ",By Jaswant Singh,5.0,https://www.cardekho.com/user-review/kia-seltos/exterior-design-94296.htm
"Awsome cars
Feels like a luxury car. The car is awesome, they perform like a Kia. This car is best for a family."," Nov 23, 2019 ",By Sarthak Borate,5.0,https://www.cardekho.com/user-review/kia-seltos/awsome-cars-94350.htm
"Best SUV
Very bold and with style, offering nice pickup, comfortable and mileage is 14 kmpl. So good SUV. Its a family SUV, so its the best. "," Nov 22, 2019 ",By Omprakash Sharma,4.0,https://www.cardekho.com/user-review/kia-seltos/best-suv-94306.htm
"Best car with more Benefits
Wonderful car, less price with more features. I liked it so much, it's a fantastic car for a family."," Nov 22, 2019 ",By Rushikesh,5.0,https://www.cardekho.com/user-review/kia-seltos/best-car-with-more-benefits-94304.htm
"Best car of the Year
Good, excellent car. This car is the best, the drive is very smooth and sounds like a good beast."," Nov 23, 2019 ",By Keyur Mehta,5.0,https://www.cardekho.com/user-review/kia-seltos/best-car-of-the-year-94346.htm
"Nice car Very Good
Very good SUV and nice look, nice design. Weldone KIA Seltos, good price quote in India and nice marketing, love this car."," Nov 23, 2019 ",By Manish Rawat,4.0,https://www.cardekho.com/user-review/kia-seltos/nice-car-very-good-94332.htm
"Top model, great look, good features, good interior & exterior design. A superb car with satisfaction & reasonable price. It is a small car for middle-class people as it is a low budget car."," Nov 22, 2019 ",By Skumar,5.0,https://www.cardekho.com/user-review/kia-seltos/superb-car-94310.htm
"Kia Seltos - The Market Ruler
It's one of the very nicest as well as macho looking car. It's built quality and interior quality is top-notch. Must say they maintained design language not only to the exterior its interior is nicely finished and attractive. I have Diesel HTX PLUS AT Variant and I am quite happy with my purchase. It's pick-up too is not letting you feel like you a...Read More"," Nov 22, 2019 ",By Majid Chaki,5.0,https://www.cardekho.com/user-review/kia-seltos/kia-seltos-the-market-ruler-94288.htm
"Kia Seltos is near perfect vehicle by many angles. Its design is fantastic, looks are fantastic, the features are fantastic, refinement is excellent, NVH levels are superb, ride quality is superb and easily comparable to other cars. The mileage is excellent and the seat comfort is super."," Nov 22, 2019 ",By Naveen Ballyan,5.0,https://www.cardekho.com/user-review/kia-seltos/car-monster-kia-seltos-94272.htm
"It's a good car with more options, good interior and exterior. Value for money and driving experience is very good, handling is awesome, riding stability is nice and also it looks good. Performance-wise 1.5 Diesel AT is very nice and the three-mode driving experience is awesome."," Nov 22, 2019 ",By Sasikumar,5.0,https://www.cardekho.com/user-review/kia-seltos/prefect-car-for-everyone-94271.htm
Kia Seltos is the best car of the decade because the car made a very good entry. It has a very good performance for the money than compared to other cars. The engine is very powerful in which we can feel the speed and enjoyment while driving. The shape of the looks like a monster coming through the road. It has a good interior structure we can't get throughout for any reason.," Nov 22, 2019 ",By Pavan Gowda,5.0,https://www.cardekho.com/user-review/kia-seltos/kia-seltos-the-monster-94258.htm
"About Kia Seltos
It is a very luxurious car at a very less price. It is very comfortable and very easy to drive around the city and very effortless. Also, I travel a lot with it and it seems fun. The music system is also creative and has good bass to it so that we can drive the car with pleasure and joy. Read More"," Nov 21, 2019 ",By Datta Kiran,5.0,https://www.cardekho.com/user-review/kia-seltos/about-kia-seltos-94234.htm
"Nice Exterior and Interior
Super SUV model, nice design part, exterior and interior is of best build quality. seating is good, provides a comfort zone."," Nov 22, 2019 ",By Haresh Reddy Mitta,5.0,https://www.cardekho.com/user-review/kia-seltos/nice-exterior-and-interior-94292.htm
"Good car
Look of car and interior is excellent. The Kia is best for five-seater car and had much more good experience than others."," Nov 22, 2019 ",By Anonymous,5.0,https://www.cardekho.com/user-review/kia-seltos/good-car-94291.htm
"Like the car
I like this car. Super exterior and interior too. I like the look of the front and back. Rear lights are also awesome."," Nov 22, 2019 ",By Ashutosh Gaur,5.0,https://www.cardekho.com/user-review/kia-seltos/like-the-car-94273.htm
"Nice car and beauty
Its a nice car with smooth driving experience, standard looks, wonderful safety and excellent suspension."," Nov 22, 2019 ",By Rishal Pp,5.0,https://www.cardekho.com/user-review/kia-seltos/nice-car-and-beauty-94267.htm
"Very good car
This car is good and the top speed is 220 KMPH. The touchscreen music system is superb with the good instrument cluster."," Nov 21, 2019 ",By Sardar Gurmeet Singh,4.0,https://www.cardekho.com/user-review/kia-seltos/very-good-car-94227.htm
"Kia Seltos Diesel is best in class. Cabin noise cancellation and no turbo lag at all, unlike other Diesel cars. Look wise it beats every other car in its segment, it is designed very carefully to give it a touch of premium luxury cars. Bose sound system works awesome and its icing on the cake."," Nov 21, 2019 ",By Saransh Rathor,5.0,https://www.cardekho.com/user-review/kia-seltos/car-deserves-its-tagline-simply-badass-94223.htm
"Kia Seltos is many steps ahead of tech comfort, styling, ride and handling. Though I think mileage could be a negative but who cares it's a great car. It's a premium mid SUV. Value for money is excellent. Features, comfort, space are excellent. The thing which I don't like is it does not have bold features like a panoramic sunroof and auto tailgate features like other brands."," Nov 21, 2019 ",By Ar S,5.0,https://www.cardekho.com/user-review/kia-seltos/value-for-money-94218.htm
"Best and very nice car
This is a high tech car with internet facility and a nice interior and exterior design. This is a foreign company that came to India with a nice car at a minimum price with beautiful facilities and colors which are a great option to opt for. This is a high build company. Read More"," Nov 21, 2019 ",By Aditya Fitkariwala,5.0,https://www.cardekho.com/user-review/kia-seltos/best-and-very-nice-car-94212.htm
Great car with excellent comfort and features. We can name it as a family car. I really liked the driving experience and UVO car connect feature. Even the car gives us great comfort on backseats. We even get telescopic steering and rear window sunshades which give it a luxury appearance. I loved it.," Nov 20, 2019 ",By Rakshit Verma,5.0,https://www.cardekho.com/user-review/kia-seltos/luxuries-family-car-till-now-94162.htm
"This car is the best in the world and a bigger car in a small package. The best color is Red and Black. Kia Seltos, the name of this car is like superman or supercar. It is not a BMW SUV but it is not less than that."," Nov 20, 2019 ",By Guneet Kaur,5.0,https://www.cardekho.com/user-review/kia-seltos/small-package-big-car-94151.htm
"Excellent car
It is an excellent vehicle in comfort range to each and every one. It has wonderful comfort during driving and performance level is also very good."," Nov 20, 2019 ",By Avinash Chowdary,5.0,https://www.cardekho.com/user-review/kia-seltos/excellent-car-94148.htm
"I love this car
The excellent car, I love this. It is a superior SUV and gives good mileage. It has a better engine which makes the car more comfortable."," Nov 20, 2019 ",By Raghav Puri,5.0,https://www.cardekho.com/user-review/kia-seltos/i-love-this-car-94134.htm
"Kia Seltos - King of cars
Stylish and awesome SUV of 2019. The features are unbelievable. Only enjoy the drive when the car is connected."," Nov 21, 2019 ",By Hanuman Joshi,5.0,https://www.cardekho.com/user-review/kia-seltos/kia-seltos-king-of-cars-94168.htm
"Kia Seltos is the most powerful car and a very futuristic car. The price range is almost good, I love this car and my dream is to buy this car. The red and black color looks awesome."," Nov 20, 2019 ",By Kashif Khan,5.0,https://www.cardekho.com/user-review/kia-seltos/power-and-future-94163.htm
"Kia Seltos
I drove this powerful car and it is comfortable. It has great performance on the highway with great pickup."," Nov 20, 2019 ",By Moin Khan,5.0,https://www.cardekho.com/user-review/kia-seltos/kia-seltos-94139.htm
"Now looking at this SUV car. It is a new generation car with a very smoothly designed interior. First looking at the interior of this car. This car has Tachometer, an Electronic trip meter which helps us to count distance we run or the distance from this place to this place which we are tripping. This car has leather seats also a leather steering that comforts us when we drive our hands to get roughed. So this car gives us a special leather steering wheel. Now we will look for the entertainment and communication, this car has 10.25-inch touch screen display which helps us to navigate, call, viewing the part behind us when we park the car, also it has connectivity for the apps Android Auto and Apple CarPlay which helps to connect your phone to the car i.e. you can handle your communication by the phone. There are 8 speakers in this car. This gives a wide range of music quality. This car really gives a good quality of music. Now as we go to the safety of this car, this car gives 6 airbags which help to save our life. This car has ABS which is Anti-lock Braking System which helps over the car to drive smooth and safe. This car has a unique feature that tells us about the tyre pressure on the driving meter. This helps us to know which tyre has low-high pressure so we can fill the air in the tyre on time and maintain the pressure of all tyres. Also, it informs us when the tyre is punctured. Also, it gives a feature of the vehicle stability control system, which helps us to monitor the vehicle. To stabilize the vehicle at a time. This car also gives us a feature of hill assist which helps us to climb a hill by a smooth and safe drive and all returning back from that hill or a mountain. Also, this car gives a 360 view camera that helps us to park safely. Now as we go to the comfort and convenience of this car, there is adjustable steering which helps us to adjust the steering as per our height and comfort. This car gives us a feature of rear AC vents which helps the back passengers who get suffocate fast. This car gives a keyless entry means we have to just put a key in our pocket and we can enter the car without touching the unlocking button of the car. As we move to the dimensions of the car, this car gives a length of 4315 MM, a width of 1800 MM and a height of 1620 MM. This car gives a boot space of 433 liters so we can put around 6 big bags. As we move to the engine, this car has a very powerful engine of 1493 CC and pick-up speed (PS) of 115 and maximum torque of 250 NM. As well as Acceleration of 11.8 (for 0-100 km). In a single word, this car is amazing. This car is WOW."," Nov 20, 2019 ",By Rahul Gohil,5.0,https://www.cardekho.com/user-review/kia-seltos/amazing-car-kia-seltos-94110.htm
"Comfortable car
Very good and luxurious car. I love its power and mileage is awesome and comfortable for long rides."," Nov 20, 2019 ",By Ritesh Kumar,5.0,https://www.cardekho.com/user-review/kia-seltos/comfortable-car-94126.htm
"This car is selling like hotcakes because of the hype it has created. Looks and cabin quality are good but it does not have that wow factor. It doesn't have good ride quality when compared to other cars, it is not the better option. People are not buying other cars only because of the logo."," Nov 20, 2019 ",By Harshit Nayak,2.0,https://www.cardekho.com/user-review/kia-seltos/overrated-car-94118.htm
"I like this car
It is nice for driving and music. It also gives nice mileage on highways and it is such a nice car in 9 lacs."," Nov 20, 2019 ",By Jitesh Parihar,5.0,https://www.cardekho.com/user-review/kia-seltos/i-like-this-car-94101.htm
"It is a future generation car
Look's are excellent. It is a future generation car which has a lot of features and it is a budget car."," Nov 20, 2019 ",By Shiva Prasad,5.0,https://www.cardekho.com/user-review/kia-seltos/it-is-a-future-generation-car-94097.htm
This car is amazing with smooth steering. The seats are very comfortable. This car is very smart and it has airbags and all the other facilities. All cars are good but this car looks beautiful and different in looks.," Nov 20, 2019 ",By Shakti Patel,5.0,https://www.cardekho.com/user-review/kia-seltos/best-car-and-this-car-is-very-good-94095.htm
"Great experience with Kia Seltos 1.5 Diesel HTK Plus. Value for money. Excellent pick-up with excellent pulling power, even in 3rd gear, will pick-up without acceleration. If anyone looking for SUV, just go for a long test drive then take decisions. I will only have the Kia Seltos. The features are also more. I drove the car non-stop for 450 KMS and gave unbelievable mileage of 26.3 KMPL with a heavy BS6 engine."," Nov 20, 2019 ",By Anonymous,5.0,https://www.cardekho.com/user-review/kia-seltos/great-ride-with-kia-seltos-94091.htm
"Design is attractive
Nice car and had both driver and rear passenger comfort. If the budget is under 15 lakhs, then no doubt you can buy this beast."," Nov 19, 2019 ",By Anonymous,5.0,https://www.cardekho.com/user-review/kia-seltos/design-is-attractive-94071.htm
"Great product from Kia Motors
It's an amazing SUV and amazing product from Kia Motors. The only downside is the availability if you get one you will not regret it. Locking forward to get one."," Nov 20, 2019 ",By Jabbar Khan,5.0,https://www.cardekho.com/user-review/kia-seltos/great-product-from-kia-motors-94130.htm
"Superior car
The car looks super in the exterior and interior. The front LED grill and its headlight are super."," Nov 20, 2019 ",By Mohammed Thakeeq,5.0,https://www.cardekho.com/user-review/kia-seltos/superior-car-94075.htm
There is a very pleasant feeling when you just look at the all-new Kia Seltos and the feeling just doubles up when you get in the car and start driving it. The car has enough power to give you thrills on Indian roads and has good mileage in comparison to its competitors. Its interior is packed with loads and loads of features and has good quality materials used in it. The sound system is just phenomenal I just can't get words to describe the sound system. I just can't get enough words to describe this beauty. It's just mind-blowing. It takes only one drive for a person to fall in love with this car.," Nov 19, 2019 ",By Mohammed Mazin,5.0,https://www.cardekho.com/user-review/kia-seltos/kia-seltos-94054.htm
"I love this car, actually I loved the features of the car. When we went to the showroom they nicely explained the features of the car. I did a bit of research about this car and I came to know that this car offers features as well as the comfort that I expected which my car would give. I especially love the looks of this car and this car looks sporty and makes an impression on the front person. I think Kia Seltos is the best budget car to buy."," Nov 19, 2019 ",By Shubha Pampatwar,5.0,https://www.cardekho.com/user-review/kia-seltos/the-car-as-i-expected-94041.htm
"Value of money
Amazing looks and space. The drive is smooth at the max speed with comfortable seats."," Nov 19, 2019 ",By Mithilesh Yadav,4.0,https://www.cardekho.com/user-review/kia-seltos/value-of-money-94063.htm
"First, its name catches everybody's attention and then the look is very much pretty and solid roar on road like a beast. The infotainment system is so good, have never seen this type of system in other cars which comes in it's rival and little costly then Kia Seltos. Amazing infotainment system with amazing interiors. The pick-up is so awesome and smooth. Seats are so comfortable. I must say if this is in your budget then don't go for any other car, just close your eyes and buy it."," Nov 19, 2019 ",By Gaurav Kadam,5.0,https://www.cardekho.com/user-review/kia-seltos/the-beast-in-suv-94042.htm
"I love this car
I am glad that I have this SUV. It is very good and comfortable, spacious also. It is extremely good and wonderful. When we are in the car and the engine is on but there is no sound in the cabin, it is smooth. I would prefer the manual variant because it gives the feel of speed. With the sunroof in the car, it makes it a premium car. Read More"," Nov 19, 2019 ",By Armaan Vimal,5.0,https://www.cardekho.com/user-review/kia-seltos/i-love-this-car-94034.htm
"Marvelous car - Kia Seltos
Marvelous model available in good color with the airbags, power steering, comfortable seating, seats are so soft, chilled AC and ABS."," Nov 19, 2019 ",By Naga Babu,5.0,https://www.cardekho.com/user-review/kia-seltos/marvelous-car-kia-seltos-94027.htm
"Waste of Money
After the test drive of the manual petrol variant, I am not satisfied with the comfort and driving experience as it is very poor. The launch price is highly competitive with other best options like other brands. There is no comfort and space for the rear passengers. It's better to buy other cars. Read More"," Nov 19, 2019 ",By Shreyash Rathod,2.0,https://www.cardekho.com/user-review/kia-seltos/waste-of-money-94023.htm
Kia Seltos is a great car and its engine is pretty powerful and I love its interior. I love the way how its back is designed and I love its taillights. Overall it is a great car and if you have an option then you definitely buy it. Love the way it looks. The only thing I see is that it is more or less a Hyundai Creta with a better design and Kia's logo. But it is a very nice car and also its handling is way better than any other car in this segment. You can definitely think of buying this car.," Nov 19, 2019 ",By Raghhav Malhotra,5.0,https://www.cardekho.com/user-review/kia-seltos/great-car-definitely-buy-it-94021.htm
"High price
Nice but look is typical and the look of the interior is very nice The price is very high compared to other cars."," Nov 18, 2019 ",By Dnyanesh Shiudkar,2.0,https://www.cardekho.com/user-review/kia-seltos/high-price-93982.htm
"The car is exemplary, well worth the price as well. The quality of the interior and exterior is also stunning. The front looks like an Evoque. The only problem with looks is that the back is not so great. The turbo petrol variant is awesome."," Nov 18, 2019 ",By Holy Crap,5.0,https://www.cardekho.com/user-review/kia-seltos/best-in-the-segment-93975.htm
"Getting into and out of the Seltos is easy and what is sure to impress is the sheer level of quality in the interior; material quality and fit-finish are up there with pricier European cars. The dashboard is neatly laid out and usefully places the infotainment system high up and in the driver?s line of sight. Top-spec Seltos? get slick 10.2-inch touchscreens, the instrument cluster is easy to read and there?s even head-up display. A powered driver?s seat, ventilated front seats, ambient lighting, a 360-degree parking camera, and even an onboard air purifier are other features offered on the Seltos. Front seat comfort is good but the rear seat does lose some points for the somewhat lack of thigh support. While not the roomiest of SUVs for the price, the Seltos offers plenty of space and features like a retractable backrest and retractable sun visors also enhance the rear seat experience.  While we are yet to try out all engine-gearbox options on offer, we did come away very impressed with the 1.5 diesel-manual and the 1.4 turbo-petrol autos. The 115hp diesel is very refined and performance is pleasant. A slick gearbox and a well-weighted clutch also make it easy to live with. Those looking for a sporty drive will find a good match in the 140hp, 1.4 turbo-petrol. The engine is smooth, strong and very likable. Also good is the 7-speed dual-clutch auto that is responsive and quick to shift. What's missing are paddle shifters.  The Kia Seltos is easy to drive. The steering requires reasonable effort and weights up well enough at higher speeds. Ride comfort is good too with nice low-speed bump absorption and confident high-speed manners"," Nov 17, 2019 ",By Suraj Yadav,5.0,https://www.cardekho.com/user-review/kia-seltos/best-car-of-the-year-93899.htm
"This is a Nice Car.
Nice car and having a 180 degree angle camera it has a nice ground clearance and having a great body and the best design it has been a new generation.it has a new and improved infotainment system its light is also great and DMR is so best it indicator is running such a nice car I suggest that this would be the best car. Read More"," Nov 17, 2019 ",By Shekhar Sahu,4.0,https://www.cardekho.com/user-review/kia-seltos/this-is-a-nice-car-93890.htm
"A car is next thing to a cozy home because you tend to live, breathe, grow, eat, sleep in the car you choose and remember its not we who choose a car but its the car who chooses us to stay with us or part from us so Kia Seltos, owning this means great pride and with great pride comes greater confidence which turns out to portray in your drive."," Nov 17, 2019 ",By Gurpreet Singh,4.0,https://www.cardekho.com/user-review/kia-seltos/drive-your-passion-or-ride-with-fashion-93857.htm
"Heart beat
Classy exterior and interior and excellent ride and drive in turbo engine and night view through mood lighting is excellent."," Nov 17, 2019 ",By Mayank Srivastava,5.0,https://www.cardekho.com/user-review/kia-seltos/heart-beat-93907.htm
"Well talking about this car it's phenomenally awesome. It is the car of the future. The car everyone would always want Kia Seltos is truly a great piece of technology with all the requirements needed to the fullest, also the staff of Kia is so helping that it by far the best experience having such a great car."," Nov 18, 2019 ",By Ved Markandey,5.0,https://www.cardekho.com/user-review/kia-seltos/awesome-car-93953.htm
"Car performance
High-speed car with good pick-up, nice interior as well as exterior. I like this car very much. This car is so cool."," Nov 18, 2019 ",By Devashish Yadav,5.0,https://www.cardekho.com/user-review/kia-seltos/car-performance-93969.htm
"The Awesome SUV: Kia Seltos
Kia Seltos is the best in its class. Very good looking. Its comfort level is also good. Great driving experience. Nice SUV for family purposes."," Nov 18, 2019 ",By Amandeep,5.0,https://www.cardekho.com/user-review/kia-seltos/the-awesome-suv-kia-seltos-93936.htm
"WORTH TO BUY IT
It is a beast in this segment. The features are so good and the power delivery is unbelievable. You feel like a luxury comfortable inside and there are no words for it."," Nov 17, 2019 ",By Jashan Waraich,5.0,https://www.cardekho.com/user-review/kia-seltos/worth-to-buy-it-93880.htm
"The car is a great value
This car is very nice and good, you ever see this car, Kia Seltos is very good value of money."," Nov 17, 2019 ",By Sunil Sai Cherry,5.0,https://www.cardekho.com/user-review/kia-seltos/the-car-is-a-great-value-93859.htm
"Best choice
The best choice, in this segment. Though you get the best features in the top model and HTX, I am 100% satisfied with this car."," Nov 17, 2019 ",By Kunal Gupta,5.0,https://www.cardekho.com/user-review/kia-seltos/best-choice-93889.htm
"Reasonable Eeuro 6 SUV
Best mileage SUV in euro 6 category, reasonable price with high end features best interior comfortable automatic transmission."," Nov 17, 2019 ",By Gaurav Abrol Abrol,5.0,https://www.cardekho.com/user-review/kia-seltos/reasonable-eeuro-6-suv-93844.htm
"Great experience with Kia Seltos It's a great experience to drive Kia Seltos. Nice drive, good road-gripping, very luxurious interior, and tremendous exterior. I never get that thrill when I drove other cars before. The one and the only statement about it is the luxurious car in economic price. And mileage also good. So I suggest everyone have this car."," Nov 17, 2019 ",By Viraj Pitale,5.0,https://www.cardekho.com/user-review/kia-seltos/buy-any-model-of-kia-seltos-it-will-satisfy-you-93843.htm
"Great luxury in SUV
Seltos is one of the best cars I had seen till now no doubt it has a good sale for this car in India because it is worth. It has one of the most premium seating."," Nov 17, 2019 ",By Waheedpasha,5.0,https://www.cardekho.com/user-review/kia-seltos/great-luxury-in-suv-93821.htm
"Best in it's Segment
The best car in its segment, this time It is the most advance feature-rich car, GT version is awesome its pickup and the initial response is very good. "," Nov 16, 2019 ",By Anonymous,5.0,https://www.cardekho.com/user-review/kia-seltos/best-in-its-segment-93803.htm
Seltos is the best car in this segment and a segment above! There is no competition between this and other cars it is competing with luxury segments with features like that.," Nov 17, 2019 ",By User,5.0,https://www.cardekho.com/user-review/kia-seltos/awesome-car-gtx-dct-93856.htm
"Best car in world
The best car now in the market, I drive this car I feel comfortable when I am driving more space sports car."," Nov 17, 2019 ",By Adv Siddarth Tanwar,5.0,https://www.cardekho.com/user-review/kia-seltos/best-car-in-world-93845.htm
"Best car when it comes to comfort
Nice car, all advanced features, very comfortable, and easy to drive. Enjoy your time with your family and friends."," Nov 17, 2019 ",By Ashok Kumar Prajapat,5.0,https://www.cardekho.com/user-review/kia-seltos/best-car-when-it-comes-to-comfort-93839.htm
"Disappointed with Seltos
The engine power is not much good as expected and dissatisfied with mileage as it is showing very high on paper but that is not the reality after when you buy."," Nov 17, 2019 ",By Harsh Prakash,3.0,https://www.cardekho.com/user-review/kia-seltos/disappointed-with-seltos-93818.htm
"Excellent car in mid SUV Segment
Seltos is the best car and is a feature-loaded car and has a bs6 compiled engine. No One can compete with Seltos in this segment with this attractive price."," Nov 16, 2019 ",By Dave,5.0,https://www.cardekho.com/user-review/kia-seltos/excellent-car-in-mid-suv-segment-93802.htm
"Kia Seltos is an awesome car and a perfect MUV loaded with features. Worth buying and perfect for the highway purpose. The commute family car, its power, and the audio system from BOSE are totally amazing."," Nov 16, 2019 ",By Samir Khan,5.0,https://www.cardekho.com/user-review/kia-seltos/kias-first-car-in-india-93775.htm
"Kia Seltos is the best car in the market at that price segment and even in the SUV segment. I own one Kia Seltos .its really face turning. Kia Seltos really a beautiful car and it is just an awesome car. Kia Seltos is best in black colour in DCT petrol. Every feature of the market is captured in this car KIA Seltos almost every feature. If u thinking to buy Kia Seltos then I will say you that it is a great car to own. Kia Seltos even average is also so good. Kia Seltos has a great road presence. After the first service, there is an increase in Seltos average."," Nov 16, 2019 ",By Rachit,5.0,https://www.cardekho.com/user-review/kia-seltos/kia-seltos-ownership-review-93746.htm
"It's a great experience to drive Kia Altos. Nice drive, good road-gripping, very luxurious interior, and tremendous exterior. I never get that thrill when I drove other cars before. The one and the only statement about it is the luxurious car in economic price. And mileage also good. So I suggest everyone have this car."," Nov 16, 2019 ",By Joel,5.0,https://www.cardekho.com/user-review/kia-seltos/great-experience-of-kia-seltos-93745.htm
"Kia's first journey
The journey of KIA motors - Seltos has been exceptional so far, it competes very nicely with Brezza at its segment. One of the great things of this car has been the roof, it is very pleasing to have a view of the outside when the see-through glasses is almost edged to edge. Build quality has also been pretty solid. It suits well for Indian roads - ...Read More"," Nov 15, 2019 ",By Kasshyap P,4.0,https://www.cardekho.com/user-review/kia-seltos/kias-first-journey-93727.htm
"Speed and Pickup king
The Hector is too much good I can say nothing but in a few words, I can say that the car speed is very good and the pickup is like Audi or a racecar. I wish everyone to buy this car and the features are also good so please buy this car the features of this car are also like Bugatti but this car price is very low much efficient like Audi or BMW. Read More"," Nov 15, 2019 ",By Anonymous,5.0,https://www.cardekho.com/user-review/kia-seltos/speed-and-pickup-king-93722.htm
"Kia Seltos a featured SUV
The Seltos is an awesome car, the car hols great interiors and works fine. The features are also first in class."," Nov 16, 2019 ",By Man Than,5.0,https://www.cardekho.com/user-review/kia-seltos/kia-seltos-a-featured-suv-93762.htm
"Best car Seltos
We have purchased the new KIA Seltos. We have purchased the HTX version. This car is amazing. The touchscreen is so big that its like a tablet. Its style is very cool too.  Read More"," Nov 15, 2019 ",By Aarjav Singh,5.0,https://www.cardekho.com/user-review/kia-seltos/best-car-seltos-93739.htm
"Good car not so good mileage
Amazing car! Superb driveability, amazing handling, not so great mileage, When I first sat in the car it felt like a luxury car, way above its segment, and honestly, it delivers to my expectations. Read More"," Nov 15, 2019 ",By Allen Pereira,4.0,https://www.cardekho.com/user-review/kia-seltos/good-car-not-so-good-mileage-93738.htm
"Kia seltos is a very nice car
KIA Seltos is very nice and comfortable for everyone, mileage is extremely good and seat capacity is also comfortable."," Nov 15, 2019 ",By Arya Waddader,5.0,https://www.cardekho.com/user-review/kia-seltos/kia-seltos-is-a-very-nice-car-93737.htm
"Unbeatable car
Seltos is an amazing car and is worth buying. Its amazing performance is giving the best competition to Creta and Ecosport."," Nov 15, 2019 ",By Naman,5.0,https://www.cardekho.com/user-review/kia-seltos/unbeatable-car-93729.htm
"It is a real car in the whole automobile industry. I not only like it but prefer to love the design. It is more premium with new features which often seem to be in more expensive German cars. Whatever the car pros and cons are but I look more about its pros. At last but not least, I am having a great smile on my face after having it in my garage."," Nov 15, 2019 ",By Rishabh Bhawani,5.0,https://www.cardekho.com/user-review/kia-seltos/thats-a-real-car-93707.htm
"Best car in the segment
My friend just bought one last week and its hell of a car. It looks smashing on the outside-inside, its elegant and somewhat sporty too but the list of features on this car just goes on. It has a sunroof, Bose audio even an air purifier, I mean tell me one another car under 30 even 40 lacs to offer that and on the top trim there is the light strip ...Read More"," Nov 15, 2019 ",By Rishabh,5.0,https://www.cardekho.com/user-review/kia-seltos/best-car-in-the-segment-93678.htm
"Best SUV in this segment
Best SUV in the current market. Top class design and and high performance. Better than other cars."," Nov 14, 2019 ",By Nazim Mulla,5.0,https://www.cardekho.com/user-review/kia-seltos/best-suv-in-this-segment-93667.htm
"Feature of glory
It is an excellent car for sitting and view. Also comfortable for long-height people and so many features are included in the car."," Nov 15, 2019 ",By Vijay Gidmare,5.0,https://www.cardekho.com/user-review/kia-seltos/feature-of-glory-93698.htm
"Kia Seltos - Smooth Car
Smooth steering and awesome sheets in the front. I feel like this is the only love of my life. Powerful engine gives a extra speed. A tough and smart SUV."," Nov 15, 2019 ",By Kamalendra Singh,5.0,https://www.cardekho.com/user-review/kia-seltos/kia-seltos-smooth-car-93696.htm
"A luxurious car
It is a very fabulous car. The features are very excellent and it has good safety features, convenience, comfort and luxury."," Nov 15, 2019 ",By Anonymous,4.0,https://www.cardekho.com/user-review/kia-seltos/a-luxurious-car-93686.htm
"Seldomly mine
Best in inside entertainment with the latest features and pocket-friendly price. Perfect SUV designed for people."," Nov 15, 2019 ",By Anonymous,5.0,https://www.cardekho.com/user-review/kia-seltos/seldomly-mine-93676.htm
"Excellent with smooth engine
It is a good compact SUV with good mileage, fantastic interiors, front seats are ventilated, Bose speakers and led headlight."," Nov 14, 2019 ",By Sibaprasad Mishra,5.0,https://www.cardekho.com/user-review/kia-seltos/excellent-with-smooth-engine-93674.htm
"Kia Seltos performance
Best look and very powerful engine. It is heavy and steering is very smooth. The brakes and clutch are very soft. World's 1st smart pure air purifier. Bose premium sound system with its speakers. The engine is very refined with 138 BHP. Tiger nose grill. Those looking for a sporty drive will find a good match in the 140 HP and 1.4 turbo petrol engi...Read More"," Nov 14, 2019 ",By Abhineet Singh,5.0,https://www.cardekho.com/user-review/kia-seltos/kia-seltos-performance-93650.htm
"Beast and Elegant
This car looks like a beast, the headlamps are exquisite, the interior seems pretty amazing, the alloy wheels have a unique design."," Nov 14, 2019 ",By Arpan Borah,5.0,https://www.cardekho.com/user-review/kia-seltos/beast-and-elegant-93644.htm
Ye car gajab lagti hai. Jab pehli baar dekhi to aisa man kia ke le lu. Or night mai to iski headlight ke uper ki DRL or bhi jyada achi lagti hai. Size itna bada nahi hai or na hi chota hai or agar wheels ki baat kare to style sabse alag hai matlab aisa design hai jo time beetne ke baad bhi old nahi dikhega.," Nov 14, 2019 ",By Deepak Khatri,4.0,https://www.cardekho.com/user-review/kia-seltos/love-at-first-sight-93664.htm
