ReviewText,ReviewDate,ReviewAuthor,ReviewStarRating,Review Link
"Excellent Car
MG Hector is the best car for common people and this is the most affordable car with all features and beautiful customer satisfaction this is the car where most of the customers will be able to take it and get best customer experience for the long ride. Happy to see that it's available in our Hyderabad and in India too. Read More"," Sep 16, 2019 ",By Kodaru Sunny Chowdary,5.0,https://www.cardekho.com/user-review/mg-hector/excellent-car-85139.htm
"Superb Car In The Segment
MG Hector is an awesome car with high technical specification and in this segment. Especially the style of its infotainment screen and its sunroof."," Sep 14, 2019 ",By Jay Shah,5.0,https://www.cardekho.com/user-review/mg-hector/superb-car-in-the-segment-84739.htm
Had a test drive of MG Hector.the car feels solid overall. The music system is amazing. It feels like a car from a segment above.car has a spectacular road presence and styling. It is the best value for money car in India cirrently.," Sep 14, 2019 ",By Anonymous,5.0,https://www.cardekho.com/user-review/mg-hector/best-value-for-money-car-84700.htm
MG Hector is really nice. It gives us a very good comfort. On-road MG Hector drives very smoothly and this the best internet car for the car lovers. The boot space is too large in this car and the music system is too good. The air conditioner of this car is too good. I loved this I recommended you to purchase this car.," Sep 09, 2019 ",By Nikhil Keharwar,5.0,https://www.cardekho.com/user-review/mg-hector/best-suv-car-in-india-83646.htm
"The Internet Car;
MG Hector is the best Suv To Buy With More Features. Pick up of the vehicle is excellent, Comfort of the vehicle is superb. Overall performance of vehicle is awesome. Mileage is better as compared to other Suv. After-sales service is awesome as they have given me was excellent as they answered for my doubts after the delivery. Engine Performance of...Read More"," Sep 08, 2019 ",By Dinesh Reddy Chinnamile,5.0,https://www.cardekho.com/user-review/mg-hector/the-internet-car-83429.htm
"MG Hector is sensational in all respect, looks , interiors, exterior, handling, driving. Simple superb I have personally experienced it since last 20 days of my delivery. No second thought Keep negative rumors apart. Worthy buy."," Sep 08, 2019 ",By Ram Krishna,5.0,https://www.cardekho.com/user-review/mg-hector/superb-car-83407.htm
"MG Hector is the best-in-class car,terrible beat the competition and market of other cars like Creta and others, Luv this car, awesome performance, first in class tesla screen, which is wonderful, internet inside is the best feature I like the most,this is the wonderful car, with amazing performance, I want to buy this car in future."," Sep 07, 2019 ",By Robin Chauhan,5.0,https://www.cardekho.com/user-review/mg-hector/muscular-car-83273.htm
"Rear Seat Is Not Comfortable
MG Hector: under thai support is not good on rear seats but the legroom is awesome, the car is comfortable on long distances."," Sep 12, 2019 ",By User,4.0,https://www.cardekho.com/user-review/mg-hector/rear-seat-is-not-comfortable-84449.htm
"MG Hector is a full package of good looks, status, and technology. Which is delivering more performance. I am passionate about MG Hector. I think this is a better investment because MG Hector will not lose much value as compared to others. MG Hector has more gadgets which help to avoid accidents. Seats of the car are pretty comfortable."," Sep 02, 2019 ",By Sanjeev Kumar Sharma,5.0,https://www.cardekho.com/user-review/mg-hector/my-dream-car-82631.htm
MG Hector is the best car to buy in the budget of 25 lacs. Saturated with features and looks. An ultimate to JEEP COMPASS and TATA HARRIER. A pure luxury car with interiors much similar to that of MERCEDES. The most sensational panoramic sunroof has got automatic folding and unfolding cover of the glass. I would prefer this car for all the bearers.," Sep 04, 2019 ",By Sangeeta Jha,5.0,https://www.cardekho.com/user-review/mg-hector/car-of-the-year-82921.htm
MG Hector is a very hi-tech car according to its price range. Future technology has been used. Very good looking car with nice comfort hope to see something more from MG. It's very important to bring new technology at cheaper in India which MG has been successful in doing with its first car and best of luck to mg for its future upcoming car.," Sep 06, 2019 ",By Ishaan Jaiswal,5.0,https://www.cardekho.com/user-review/mg-hector/new-begning-83171.htm
"MG Hector is an amazing car specially with its features, it has been launched in very aggressive pricing. No car can beat it. It is a very long and wide car with unbelievable boot space of 587 liters. And it comes with the latest safety features like TCS, ESP which is amazing. As well as it is Internet connected car so it's safety is improved like in accidental condition it calls to emergency service automatically."," Sep 05, 2019 ",By Pankaj,5.0,https://www.cardekho.com/user-review/mg-hector/new-generation-car-83036.htm
MG Hector when did advertisement from then only the car looked way to big and as its name its the human thing like everything can be controlled just by speaking the things like hello mg please open the sunroof and sunroof gets opened and also the car offers many other services and features that are basically the best thing in this price range overall the thing is that you can buy luxury feel in this price range.," Aug 31, 2019 ",By Raghav Sood,5.0,https://www.cardekho.com/user-review/mg-hector/good-car-82259.htm
"The King Of Road;
MG Hector is the best car in the segment. The car has good design and loaded with great features. It is a king on the road."," Sep 03, 2019 ",By Nisar Sk,5.0,https://www.cardekho.com/user-review/mg-hector/the-king-of-road-82746.htm
"Best;
MG Hector is a very comfortable vehicle and value for money. "," Sep 05, 2019 ",By Rishi Raghuwanshi,5.0,https://www.cardekho.com/user-review/mg-hector/best-82975.htm
"Value For Money;
MG Hector is Value for money car. It has excellent features.  It has electronically adjustable Front sensors, rear sensors, Front camera, rear camera."," Sep 04, 2019 ",By Aman Balchandani,5.0,https://www.cardekho.com/user-review/mg-hector/value-for-money-82864.htm
"Good Car;
Such a futuristic car MG Hector is like you can control your car with just your voice like""MG OPEN THE SUNROOF"" and the sunroof will get opened. Wow, I just love it."," Sep 03, 2019 ",By Simar Singh,5.0,https://www.cardekho.com/user-review/mg-hector/good-car-82634.htm
"Nice Car;
MG Hector is a very nice and budget car for many people. The specs and features the company is providing are very good."," Sep 01, 2019 ",By Exotics Drives,5.0,https://www.cardekho.com/user-review/mg-hector/nice-car-82415.htm
"Piece Of Perfection;
MG Hector is a car came in the market which can bring down other cars to shame. Yes, this car brings something very awesome with itself. The bold grill with a large MG badging is just like icing on the cake. The massive sunroof &#x1f60d;&#x1f60d; oh gosh it's a piece of art. Dual exhaust and the chrome treatment looks stunning. Of course, how can I...Read More"," Aug 28, 2019 ",By Snehil Ojha,5.0,https://www.cardekho.com/user-review/mg-hector/piece-of-perfection-81697.htm
"Mind Blowing Car;
MG Hector is an amazing car specially with its features, it has been launched in very aggressive pricing. No car can beat it. It is a very long and wide car with unbelievable boot space of 587 liters. And it comes with the latest safety features like TCS, ESP which is amazing. As well as it is Internet connected car so it's safety is improved like ...Read More"," Aug 30, 2019 ",By Patel Tanmay,5.0,https://www.cardekho.com/user-review/mg-hector/mind-blowing-car-82140.htm
MG Hector is super and features are superb specialist features are very good and this car made with human technology. It's India's first human technology car under 20lakhs and comfort of this car also very good and panoramic sunroof is very long and I can't ever see such a car with that excellent features I wish to buy this car for all.," Aug 26, 2019 ",By Anonymous,5.0,https://www.cardekho.com/user-review/mg-hector/super-car-81307.htm
"Actually just I am giving 5 🌟 to MG Hector because it actually deserves this. According to the asking price, this car is just awesome. Car is having internet and it is good looking thus States the car that it is one of the best cars of 2019. If MG will give this type of car in the future then surely the company will touch the sky and for this company, the sky is also not the limit."," Aug 24, 2019 ",By Anonymous,5.0,https://www.cardekho.com/user-review/mg-hector/awesome-good-80816.htm
"Classy Like A Boss;
MG Hector is an eyecatcher. We got MG on 9th of July. since days we are on top of cloud 9. its super amazing car with all luxury comfort style smartness n most imp internet-connected car. Read More"," Aug 23, 2019 ",By User,5.0,https://www.cardekho.com/user-review/mg-hector/classy-like-a-boss-80725.htm
"Car and its features are superb, this car made with human technology and it's India's first human technology car under 20 lakhs and comfort of this car also very good. The panaromic sunroof is very long."," Aug 25, 2019 ",By Bhanu Prakash,5.0,https://www.cardekho.com/user-review/mg-hector/superb-car-with-human-technology-81084.htm
"MG Hector is an Amazing car, have no words but I can only say that from a bit time ago it becomes my dream car and I recently purchased it by knowing features, photos and dealers contact around me with the help of #CARDEKHO, Thanks, cardekho team, and great app keep helping people and fulfilling people's dream."," Aug 24, 2019 ",By Parth Desai,5.0,https://www.cardekho.com/user-review/mg-hector/good-car-80895.htm
"It Is A Human Thing - MORRIS GARAGES HECTOR
MG Hector is the best car I have ever seen in my life. It is a voice control car. And it is at the lowest price is only 12 lakhs. And it looks very shiny and it has a sunroof. The sunroof makes us being the best view of nature. It has an awesome and stylish body. It also talks to us.  Read More"," Aug 23, 2019 ",By Vadodrian Gamer,5.0,https://www.cardekho.com/user-review/mg-hector/it-is-a-human-thing-morris-garages-hector-80636.htm
"Good Car;
MG Hector gives a good pick up. Looks are awesome. The best part is its sunroof and available at an affordable price 20Lakh. The competition is the Creta and the compass but it has an edge on it I think that the interior could have a more luxurious feel but if you are looking for a good package SUV + MUV you have my blessings go for it. Read More"," Aug 22, 2019 ",By Raghav Gupta,4.0,https://www.cardekho.com/user-review/mg-hector/good-car-80458.htm
"It is a human thing and has so many good features. It is a fully automatic car like we say that ""Hello MG, Please open sunroof, Please play my favorite song, Please turn on AC"" and it responds so well. "," Aug 23, 2019 ",By Krishna,5.0,https://www.cardekho.com/user-review/mg-hector/fully-automatic-car-80635.htm
"MG Hector is a car came in the market which can bring down other cars to shame. Yes, this car brings something very awesome with itself. The bold grill with a large MG badging is just like icing on the cake. The massive sunroof 😍😍 oh gosh it's a piece of art. Dual exhaust and the chrome treatment looks stunning. Of course, how can I forget the tesla inspired 10.4 or 10.5-inch touchscreen display. Comes with great features. And 1 thing I would like to add is for me MG stands for (MY GAADI) HECTOR. 😊😊"," Aug 28, 2019 ",By Snehil Ojha,5.0,https://www.cardekho.com/user-review/mg-hector/piece-of-perfection-81697.htm
"MG Hector is an amazing car specially with its features, it has been launched in very aggressive pricing. No car can beat it. It is a very long and wide car with unbelievable boot space of 587 liters. And it comes with the latest safety features like TCS, ESP which is amazing. As well as it is Internet connected car so it's safety is improved like in accidental condition it calls to emergency service automatically."," Aug 30, 2019 ",By Patel Tanmay,5.0,https://www.cardekho.com/user-review/mg-hector/mind-blowing-car-82140.htm
"Super Car
MG Hector is super and features are superb specialist features are very good and this car made with human technology. It's India's first human technology car under 20lakhs and comfort of this car also very good and panoramic sunroof is very long and I can't ever see such a car with that excellent features I wish to buy this car for all. Read More"," Aug 26, 2019 ",By Anonymous,5.0,https://www.cardekho.com/user-review/mg-hector/super-car-81307.htm
"Awesome & Good
Actually just I am giving 5 &#x1f31f; to MG Hector because it actually deserves this. According to the asking price, this car is just awesome. Car is having internet and it is good looking thus States the car that it is one of the best cars of 2019. If MG will give this type of car in the future then surely the company will touch the sky and for th...Read More"," Aug 24, 2019 ",By Anonymous,5.0,https://www.cardekho.com/user-review/mg-hector/awesome-good-80816.htm
"A Good Package - MG Hector
MG Hector - Front grill helps this car to get an amazing road presence. Customize the interior of your car from mg as the Black interior is boring. The infotainment system is average but not best. Hector has awesome build quality. If you want to get a good buy in this segment you should go for hector. Mg hector is far better than Hyundai Creta. Read More"," Aug 24, 2019 ",By Sarwagya Dixit,5.0,https://www.cardekho.com/user-review/mg-hector/a-good-package-mg-hector-80876.htm
"Superb Car With Human Technology
Car and its features are superb, this car made with human technology and it's India's first human technology car under 20 lakhs and comfort of this car also very good. The panaromic sunroof is very long. Read More"," Aug 25, 2019 ",By Bhanu Prakash,5.0,https://www.cardekho.com/user-review/mg-hector/superb-car-with-human-technology-81084.htm
"Good Car;
MG Hector is an Amazing car, have no words but I can only say that from a bit time ago it becomes my dream car and I recently purchased it by knowing features, photos and dealers contact around me with the help of #CARDEKHO, Thanks, cardekho team, and great app keep helping people and fulfilling people's dream. Read More"," Aug 24, 2019 ",By Parth Desai,5.0,https://www.cardekho.com/user-review/mg-hector/good-car-80895.htm
MG Hector is the best car I have ever seen in my life. It is a voice control car. And it is at the lowest price is only 12 lakhs. And it looks very shiny and it has a sunroof. The sunroof makes us being the best view of nature. It has an awesome and stylish body. It also talks to us. ," Aug 23, 2019 ",By Vadodrian Gamer,5.0,https://www.cardekho.com/user-review/mg-hector/it-is-a-human-thing-morris-garages-hector-80636.htm
MG Hector gives a good pick up. Looks are awesome. The best part is its sunroof and available at an affordable price 20Lakh. The competition is the Creta and the compass but it has an edge on it I think that the interior could have a more luxurious feel but if you are looking for a good package SUV + MUV you have my blessings go for it.," Aug 22, 2019 ",By Raghav Gupta,4.0,https://www.cardekho.com/user-review/mg-hector/good-car-80458.htm
"Fully Automatic Car
It is a human thing and has so many good features. It is a fully automatic car like we say that ""Hello MG, Please open sunroof, Please play my favorite song, Please turn on AC"" and it responds so well.  Read More"," Aug 23, 2019 ",By Krishna,5.0,https://www.cardekho.com/user-review/mg-hector/fully-automatic-car-80635.htm
"Piece Of Perfection;
MG Hector is a car came in the market which can bring down other cars to shame. Yes, this car brings something very awesome with itself. The bold grill with a large MG badging is just like icing on the cake. The massive sunroof &#x1f60d;&#x1f60d; oh gosh it's a piece of art. Dual exhaust and the chrome treatment looks stunning. Of course, how can I...Read More"," Aug 28, 2019 ",By Snehil Ojha,5.0,https://www.cardekho.com/user-review/mg-hector/piece-of-perfection-81697.htm
"Mind Blowing Car;
MG Hector is an amazing car specially with its features, it has been launched in very aggressive pricing. No car can beat it. It is a very long and wide car with unbelievable boot space of 587 liters. And it comes with the latest safety features like TCS, ESP which is amazing. As well as it is Internet connected car so it's safety is improved like ...Read More"," Aug 30, 2019 ",By Patel Tanmay,5.0,https://www.cardekho.com/user-review/mg-hector/mind-blowing-car-82140.htm
"The Beast;
 I am the biggest fan of MG Hector. Ok, now I will give you the proper review of this car. First, we have to go through the specifications (which mainly I liked ) *1956 cc engine *168 bhp *50+ connected features *25+ std safety features This is the specifications personally I liked more. Now we have to talk about, Pros :  *Design, *Full led lights,...Read More"," Aug 27, 2019 ",By Pavan Kumar C G,5.0,https://www.cardekho.com/user-review/mg-hector/the-beast-81613.htm
MG Hector is super and features are superb specialist features are very good and this car made with human technology. It's India's first human technology car under 20lakhs and comfort of this car also very good and panoramic sunroof is very long and I can't ever see such a car with that excellent features I wish to buy this car for all.," Aug 26, 2019 ",By Anonymous,5.0,https://www.cardekho.com/user-review/mg-hector/super-car-81307.htm
"Car Of The Year;
MG Hector is a fantastic car. It has voice control and it gives super driving experience."," Aug 30, 2019 ",By Aruna Juluri,5.0,https://www.cardekho.com/user-review/mg-hector/car-of-the-year-82072.htm
"Super Car;
MG Hector is a nice car with comfortable seats. New generation people will like this car for sure. Very good car in its segment as compared to Creta and Seltos."," Aug 28, 2019 ",By Bablu Fruitwala,5.0,https://www.cardekho.com/user-review/mg-hector/super-car-81712.htm
"Actually just I am giving 5 🌟 to MG Hector because it actually deserves this. According to the asking price, this car is just awesome. Car is having internet and it is good looking thus States the car that it is one of the best cars of 2019. If MG will give this type of car in the future then surely the company will touch the sky and for this company, the sky is also not the limit."," Aug 24, 2019 ",By Anonymous,5.0,https://www.cardekho.com/user-review/mg-hector/awesome-good-80816.htm
"Loved It The Most;
MG Hector is an outstanding car as the car is offering almost everything like sunroof, speaker system, 10 inches touch screen infotainment system. The car has excellent interiors and exteriors. The car has some disadvantages as well, like small tyres and turbo lag. Otherwise, the car is excellent at a good price range. Read More"," Aug 23, 2019 ",By Piyush Katial,5.0,https://www.cardekho.com/user-review/mg-hector/loved-it-the-most-80670.htm
"Mindblowing Car;
MG hector is totally amazing car, both look vise and feature vise. It has a voice command feature which is unique in its segment. secondly, MG hector does not have a hump in the legroom of rear seats. It also has the largest boot as compared to its rivals. Its more spacious and quality of material used in making the dashboard is really awesome. Read More"," Aug 24, 2019 ",By Anurag Sharma,5.0,https://www.cardekho.com/user-review/mg-hector/mindblowing-car-80867.htm
"Best Car;
MG Hector is a good car. Done something different from others. Value for money car. Best ever features. The best thing it's infotainment system. It's front grill and headlamps gives it a different and gorgeous look. Its seating comfort is also best in class. A perfect five-seater car. Alloys also give it an enhanced look. The built quality is also ...Read More"," Aug 23, 2019 ",By Divyanshu Bhalothia,5.0,https://www.cardekho.com/user-review/mg-hector/best-car-80731.htm
"Worst Car
It would be best if you name it as a china toy car. It has many problems, please no one buy the car and waste your money. The clutch plates will get burnt if you drive for more time in traffic, for diesel, there are fuel pump problems, All the parts are exported from China. Read More"," Aug 25, 2019 ",By User,1.0,https://www.cardekho.com/user-review/mg-hector/worst-car-81217.htm
"Car and its features are superb, this car made with human technology and it's India's first human technology car under 20 lakhs and comfort of this car also very good. The panaromic sunroof is very long."," Aug 25, 2019 ",By Bhanu Prakash,5.0,https://www.cardekho.com/user-review/mg-hector/superb-car-with-human-technology-81084.htm
"MG Hector is an Amazing car, have no words but I can only say that from a bit time ago it becomes my dream car and I recently purchased it by knowing features, photos and dealers contact around me with the help of #CARDEKHO, Thanks, cardekho team, and great app keep helping people and fulfilling people's dream."," Aug 24, 2019 ",By Parth Desai,5.0,https://www.cardekho.com/user-review/mg-hector/good-car-80895.htm
"Internet Car;
MG Hector is good for its internetwork but all people say that it is a Chinese company."," Aug 24, 2019 ",By Smita Sharma,4.0,https://www.cardekho.com/user-review/mg-hector/internet-car-80881.htm
"MG Hector cant be the segment leader just because of low price and this car is not offering things up to the mark, as the car is offering low quality at low price and this is very disappointing. Either u raise ur standard quality and charge more money or must stop selling this cheap product."," Aug 22, 2019 ",By Samar Rathod,1.0,https://www.cardekho.com/user-review/mg-hector/cheap-quality-80365.htm
MG Hector is the best car I have ever seen in my life. It is a voice control car. And it is at the lowest price is only 12 lakhs. And it looks very shiny and it has a sunroof. The sunroof makes us being the best view of nature. It has an awesome and stylish body. It also talks to us. ," Aug 23, 2019 ",By Vadodrian Gamer,5.0,https://www.cardekho.com/user-review/mg-hector/it-is-a-human-thing-morris-garages-hector-80636.htm
"Actually, just I am giving 5 🌟 to MG Hector because it actually deserves this. According to the asking price, this car is just awesome. Car is having internet and it is good looking thus States the car that it is one of the best cars of 2019. If MG will give this type of car in the future then surely the company will touch the sky and for this company, sky is also not the limit."," Aug 23, 2019 ",By Akshat,5.0,https://www.cardekho.com/user-review/mg-hector/awesome-good-80586.htm
"Good Car;
MG Hector gives a good pick up. Looks are awesome. The best part is its sunroof and available at an affordable price 20Lakh. The competition is the Creta and the compass but it has an edge on it I think that the interior could have a more luxurious feel but if you are looking for a good package SUV + MUV you have my blessings go for it. Read More"," Aug 22, 2019 ",By Raghav Gupta,4.0,https://www.cardekho.com/user-review/mg-hector/good-car-80458.htm
"Best Features;
MG Hector is the best SUV in India. It has many good features. It gives the best driving experience. Very comfortable car."," Aug 23, 2019 ",By Kapil Sahu,4.0,https://www.cardekho.com/user-review/mg-hector/best-features-80560.htm
"It is a human thing and has so many good features. It is a fully automatic car like we say that ""Hello MG, Please open sunroof, Please play my favorite song, Please turn on AC"" and it responds so well. "," Aug 23, 2019 ",By Krishna,5.0,https://www.cardekho.com/user-review/mg-hector/fully-automatic-car-80635.htm
"Bad Quality;
I think  MG Hector need more time to set in India and Kia Seltos is best in comparison with it."," Aug 22, 2019 ",By Ayyaz Shareef,1.0,https://www.cardekho.com/user-review/mg-hector/bad-quality-80452.htm
"The Best Car Ever;
MG Hector is such a brilliant car because it has internet inside and gives premium quality. This car is very powerful. I like this car a lot."," Aug 22, 2019 ",By Sachin Mishra,5.0,https://www.cardekho.com/user-review/mg-hector/the-best-car-ever-80366.htm
"Best Experience;
  MG Hector is a powerful car with best features. It has a powerful engine which gives the best experience."," Aug 22, 2019 ",By Dhanraj,5.0,https://www.cardekho.com/user-review/mg-hector/best-experience-80364.htm
 MG Hector is a good car but Kia has beaten it at price. No doubt features are endless the reflector beam at the back spoils the look. Though the handling is good and its voice control is a bit laggy. Interior is good but could be better. Exterior needs to be better. The engine is solid and the pickup is great mood work by MG for roads in India. Hope the best for you team mg India!," Aug 22, 2019 ",By Saksham Goyal,4.0,https://www.cardekho.com/user-review/mg-hector/best-but-could-be-better-80354.htm
"MG Hector is the best car I ever saw, best in feautures and best in driving expirience. The car is made in such a way that the person would buy it after driving it. Everyone has a dream for this fantastic car."," Aug 22, 2019 ",By Mitesh Sardhara,5.0,https://www.cardekho.com/user-review/mg-hector/best-car-80362.htm
"  MG Hector is having poor quality interiors, bad ride quality such as body roll. Engine lacks a punch comparing the size of the car feels very underpowered, exteriors are good and eye-catchy"," Aug 22, 2019 ",By Madhu Srinivas,1.0,https://www.cardekho.com/user-review/mg-hector/poor-quality-interiors-80209.htm
"Best SUV;
MG Hector is the best SUV in the segment with fully loaded and excellent features. It gives smooth and comfortable driving. Go for it!"," Aug 21, 2019 ",By Kuldip Singh Bhatia,5.0,https://www.cardekho.com/user-review/mg-hector/best-suv-80188.htm
"MG Hector is a great car. I took the test drive and its a mind-blowing car and one of the most impressive feature in this car is voice command with 10.4"" infotainment system.    "," Aug 22, 2019 ",By Madni Chini,5.0,https://www.cardekho.com/user-review/mg-hector/the-next-generation-car-80322.htm
"Best Car;
MG Hector, I just love this car as car design, interiors and exteriors are great. The best thing is voice control."," Aug 21, 2019 ",By User,5.0,https://www.cardekho.com/user-review/mg-hector/best-car-80130.htm
"Beast on Indian Roads
This is an amazing machine. Full of power. In short its a beast. It is very comfortable and the petrol variant is so quiet from inside."," Aug 22, 2019 ",By Aditya Singh,5.0,https://www.cardekho.com/user-review/mg-hector/beast-on-indian-roads-80323.htm
"Amazing Car - MG Hector
It is really spacious, amazing handling on roads, good looks & affordable when compared to similar size vehicle. KIA Seltos is similar but there is no competition of Hector. Price for this is really competitive. Read More"," Aug 22, 2019 ",By Anonymous,5.0,https://www.cardekho.com/user-review/mg-hector/amazing-car-mg-hector-80239.htm
"Too good vehicle. The opposing market is perplexed and dumb, about what to comment. The quality, the material, the engine, the sunroof, the rear seat comfort is flawless. An affordable luxury."," Aug 22, 2019 ",By Anonymous,5.0,https://www.cardekho.com/user-review/mg-hector/gravitating-hector-80233.htm
"Love This Car;
  MG Hector is an awesome car as it is India's first internet car. Car is having a large boot space and available at a different price range."," Aug 21, 2019 ",By Neeraj Shukla,5.0,https://www.cardekho.com/user-review/mg-hector/love-this-car-80147.htm
"My experience is amazing with MG Hector. The car is very spacious from inside, the cabin and the build quality is also strong. There are many first-in-segment and best-in-segment features like Bose speakers, Voice Control, Panoramic Sunroof, 10.4 Inch Touchscreen, Inbuilt Navigation and much more. I would strongly recommend this car to people who are willing to buy cars in 15- 20 lakh rupees range."," Aug 19, 2019 ",By Saubag,5.0,https://www.cardekho.com/user-review/mg-hector/my-experience-with-mg-hector-79642.htm
"Best Car With Modern Features;
MG Hector gives good power and torque with modern features like wide touchscreen with the internet. Car is very spacious, comfortable to drive even in city traffic."," Aug 20, 2019 ",By Goverdhanlal,5.0,https://www.cardekho.com/user-review/mg-hector/best-car-with-modern-features-79951.htm
"Not So Good Car - MG Hector
Touch response is not that good as compared to variants sold outside India and the interior is nice not the best and I did not like the design as it looks like a rectangular box as and it is not appealing as other competitors in the segment as well as the Kia Seltos which has made its debut in India. I think Seltos will gain more buyers than Hector...Read More"," Aug 20, 2019 ",By Yash Sheth,3.0,https://www.cardekho.com/user-review/mg-hector/not-so-good-car-mg-hector-79885.htm
"MG Hector is a very amazing car with seat capacity of 5 persons.It's back seat can also be converted into a bed.It is purely design on new technology. However, I like its voice assistant the most."," Aug 20, 2019 ",By Shree Jee,5.0,https://www.cardekho.com/user-review/mg-hector/amazing-car-79848.htm
"Beautiful Car;
  MG Hector is a beautiful and comfortable car with same engine as of Jeep Compass and Harrier. Really happy with this car."," Aug 21, 2019 ",By Rahul,5.0,https://www.cardekho.com/user-review/mg-hector/beautiful-car-80069.htm
"Excellent Vehicle;
MG Hector is a revolution in motor industry to come with this many features in this price like solid body, Fiat engine n excellent comfort drive."," Aug 21, 2019 ",By Ravinder Reddy,5.0,https://www.cardekho.com/user-review/mg-hector/excellent-vehicle-80061.htm
"Awesome Car - MG Hector
Nice car with a good drive and handling. My children are liking it very much especially the sunroof color quality is excellent."," Aug 21, 2019 ",By Anonymous,5.0,https://www.cardekho.com/user-review/mg-hector/awesome-car-mg-hector-80004.htm
"Poor Build Quality
Disliked the car. Expectations were high but the car was not at all up to the mark. Poor build quality. Even a small hit had put a deep dent on it."," Aug 21, 2019 ",By Anonymous,1.0,https://www.cardekho.com/user-review/mg-hector/poor-build-quality-79995.htm
"Worst Car - MG Hector
Disliked the car. Expectations were high but the car was not at all up-to-the-mark. Poor build quality. Even a small hit had put a deep dent on it."," Aug 20, 2019 ",By Kritisha,1.0,https://www.cardekho.com/user-review/mg-hector/worst-car-mg-hector-79851.htm
"Worst Car - MG Hector
A very bad car indeed. Not at all recommended. Poor quality and road presence. Not at all suitable for odd rising."," Aug 20, 2019 ",By Manveer,1.0,https://www.cardekho.com/user-review/mg-hector/worst-car-mg-hector-79849.htm
"Best Car In The Segment
Hello guys, if you want a great car in this price range, the go for the MG Hector. It has good performance, good control, good build, good functions and overall it's a beast... Its front design gives it a modern and futuristic look and this look is future proof so your car won't feel old ever after many years... It's very practical, it's huge displ...Read More"," Aug 14, 2019 ",By Anonymous,5.0,https://www.cardekho.com/user-review/mg-hector/best-car-in-the-segment-78440.htm
MG Hector's handling is not excellent and the steering feels a little disconnected form the road. The rest of the car has really good features like the connected asssitant and internet. The huge infotainment system really catches the attention. The seats are really comfortable. It is really spacious. The boot is big. But the engine is little underpowered.," Aug 19, 2019 ",By Yajuvendra Shah,4.0,https://www.cardekho.com/user-review/mg-hector/good-but-not-excellent-79593.htm
"The New MG Hector is the best feature loaded car under 20 lakh. The car provides the voice control,a huge 10 inch touchscreen display which is a great feature under 20 lakh. The car provides the great experience while driving. I shared my personal experience with Hector which is owned by my uncle. So if looking for a best mid size SUV go for the new MG Hector."," Aug 18, 2019 ",By Jaymeen Dadhania,5.0,https://www.cardekho.com/user-review/mg-hector/best-car-79327.htm
"Build quality and interior is quite good, the ride is also quite good. The music system is excellent. Car exterior looks premium. Latest technology used. Leather seat quality is very fine."," Aug 18, 2019 ",By Randeep,5.0,https://www.cardekho.com/user-review/mg-hector/great-car-in-this-segment-79285.htm
"Low Powered
MG Hector is a completely underpowered car, I have come across, trust me guys, I did a blunder looking at the features and not considered Harrier, a total waste of money. Read More"," Aug 15, 2019 ",By Anonymous,1.0,https://www.cardekho.com/user-review/mg-hector/low-powered-78634.htm
MG Hector - Simply it has no competitor 1 star less coz each variant expensive by 30-40 thousand If they deduct their prices by 30-40k then these cars have no one comparators in their range.," Aug 14, 2019 ",By Sandeep Dhondge,4.0,https://www.cardekho.com/user-review/mg-hector/awesome-car-78505.htm
MG Hector is the best car I have seen with great features. It's true that this car is just not a car it's a human thing. Interiors and exteriors of the car are great. No other is there in comparison with MG Hector.    ," Aug 15, 2019 ",By Shivam Patil,5.0,https://www.cardekho.com/user-review/mg-hector/best-car-78664.htm
"Best Car In India.
MG Hector is a Good car and best SUV. Very Spacious. Perfect look and the best feeling. And the most amazing thing is a new style, fully voice command."," Aug 17, 2019 ",By Manish Sharma,5.0,https://www.cardekho.com/user-review/mg-hector/best-car-in-india-79123.htm
"The car gives you a very poor mileage. On the first full tank, I got a mileage of 6.5. km/ltr. That too driving at very nominal speed( less than 80km/ltr). I really had a bad experience"," Aug 17, 2019 ",By Satish Shinde,1.0,https://www.cardekho.com/user-review/mg-hector/bad-experience-79122.htm
"Car With Looks And Power
MG Hector is really a nice car, it has great looks and also it is a very powerful car. "," Aug 17, 2019 ",By Seema Soni,5.0,https://www.cardekho.com/user-review/mg-hector/car-with-looks-and-power-79118.htm
"Regret the day I decided to purchase MG Hector. It took two weeks after delivery of the car to get the documentation in order. However, the worse nightmare was to follow: 1. On highway driving, the mileage of the MG Hector (Petrol) is 8.76 (tank full to tank full)! This is shocking. 2. Air-conditioning is very poor. At L1 (coolest) setting and at an ambient temperature of fewer than 35 degrees, it was uncomfortable inside the car. 3. The pick-up is very poor. Even on a small slope, and at low gear (2 or 3), the car struggles to move. 4. Many of the so-called ""high tech"" features do not work. On the plus side, the vehicle is spacious and four (not five) persons can sit comfortably. I am sorry that credible websites like you and others did not bring out these obvious deficiencies when you reviewed this vehicle."," Aug 12, 2019 ",By Rajeev Thakore,1.0,https://www.cardekho.com/user-review/mg-hector/poor-mileage-poor-performance-vehicle-78073.htm
